first_name,last_name,state_code
adam,gotsis,victoria
landry,jones,new mexico
ben,emanuel,texas
keyunta,dawson,louisiana
jared,goff,california
chad,cascadden,wisconsin
patrick,peterson,florida
alfonzo,dennard,georgia
jackson,jeffcoat,texas
alex,obomese,texas
juju,smith-schuster,california
micah,hatfield,oregon
jeff,paulk,arizona
anthony,redmon,alabama
aaron,peck,california
nick,maddox,north carolina
brandon,sermons,california
israel,idonije,nan
corey,adams,georgia
julie'n,davenport,new jersey
jon,beason,florida
lamont,hall,south carolina
kenny,ladler,georgia
mack,hollins,maryland
marcus,ray,ohio
az-zahir,hakim,california
chris,conte,california
l.p.,ladouceur,quebec
travis,davis,california
chris,young,georgia
bryan,knight,new york
josh,huff,texas
wendell,smallwood,delaware
dexter,mcdougle,mississippi
chad,lewis,new jersey
rob,konrad,new york
matt,cassel,california
david,carr,california
ken-yon,rambo,california
austin,robbins,district of columbia
sale,isaia,hawaii
romeo,bandison,nan
chris,owens,california
steve,bellisari,florida
aaron,donald,pennsylvania
jonathan,meeks,south carolina
chartric,darby,south carolina
devin,smith,ohio
kyle,calloway,illinois
terrance,taylor,michigan
norberto,davidds-garrido,california
kalen,thornton,texas
chuck,clark,pennsylvania
owa,odighizuwa,ohio
phil,armour,illinois
ricardo,louis,florida
eddie,johnson,california
najeh,davenport,north carolina
josh,thornhill,michigan
sheldon,day,indiana
brooks,ellis,arkansas
nevin,mccaskill,florida
ryan,christopherson,south dakota
marshall,newhouse,texas
donte,whitner,ohio
nick,boyle,new jersey
jeff,kelly,texas
curtis,painter,louisiana
johnathan,ingram,california
steve,foley,arkansas
carlif,taylor,new york
jeff,ogden,washington
weston,dacus,arkansas
david,ball,vermont
jaye,howard,louisiana
jason,ankrah,maryland
dexter,jackson,georgia
tevaun,smith,ontario
jeff,heath,michigan
damon,washington,texas
jalin,marshall,ohio
damien,mama,california
xzavier,dickson,georgia
aj,mccarron,alabama
aaron,dobson,west virginia
travis,laboy,hawaii
tavares,washington,mississippi
j.r.,jenkins,illinois
thomas,pittman,louisiana
dino,philyaw,north carolina
chris,roberson,michigan
caushaud,lyons,georgia
jamin,elliott,virginia
daniel,braverman,florida
pace,murphy,texas
jared,peck,minnesota
thomas,duarte,california
caraun,reid,new york
andrew,donnal,ohio
cameron,brate,illinois
lawrence,virgil,georgia
gerard,lawson,nevada
josh,harris,texas
quentin,saulsberry,tennessee
j.t.,o'sullivan,california
mark,restelli,texas
conor,mcdermott,tennessee
al,woods,louisiana
angelo,blackson,delaware
joel,heath,ohio
ryan,watson,florida
brody,eldridge,kansas
greg,zuerlein,nebraska
luke,rhodes,pennsylvania
chad,henne,pennsylvania
tom,carter,florida
malcolm,floyd,california
lou,d'agostino,new york
gabriel,manns,michigan
antonio,garay,new jersey
jimmie,bell,ohio
joe,hall,california
jeremiah,masoli,california
andy,hall,south carolina
rob,ninkovich,illinois
kaluka,maiava,hawaii
michael,thomas,texas
kasim,edebali,nan
kevin,barnes,north carolina
eric,barton,virginia
shaquil,barrett,maryland
corn,elder,tennessee
noriaki,kinoshita,nan
jay,riemersma,indiana
tre,roberson,indiana
ryan,wetnight,california
eric,zomalt,california
lamarr,houston,california
chad,beasley,pennsylvania
zach,cunningham,alabama
kyle,long,california
quan,bray,georgia
will,parks,pennsylvania
jimmy,garoppolo,illinois
ian,scott,south carolina
ken,oxendine,virginia
dyshod,carter,colorado
donte,savage,oregon
lavar,arrington,pennsylvania
pierre,warren,alabama
kenneth,charles,texas
julian,pittman,florida
john,allred,california
jonathan,nelson,california
mike,devito,new york
chris,ivory,texas
david,patten,south carolina
ike,ndukwe,ohio
doug,middleton,south carolina
eric,johnson,massachusetts
john,denney,colorado
waine,bacon,district of columbia
donnie,abraham,south carolina
matthew,o'donnell,nan
stephen,neal,california
dominique,zeigler,michigan
eric,bakhtiari,california
bradlee,van pelt,michigan
biren,ealy,tennessee
robert,nelson,florida
sean,mcgrath,illinois
kwame,harris,nan
akeem,ayers,california
gerald,alexander,california
ben,taylor,ohio
anthony,barr,indiana
phillip,payne,nevada
bernard,jackson,kentucky
michael,davis,mississippi
joshua,keur,michigan
michael,campbell,new jersey
jerome,mathis,virginia
matt,mauck,indiana
quintin,demps,texas
chaz,green,florida
ben,leber,south dakota
lee,flowers,south carolina
keiwan,ratliff,ohio
xavier,adibi,oklahoma
micah,johnson,georgia
tani,tupou,hawaii
bruce,taylor,georgia
brian,demarco,ohio
weston,richburg,kentucky
craig,newsome,california
dadi,nicolas,nan
ryan,allen,oregon
joe,callahan,new jersey
oliver,celestin,louisiana
marlon,forbes,new york
derek,watt,wisconsin
tommy,kelly,mississippi
dakorey,johnson,texas
bill,sampy,louisiana
rodney,bailey,ohio
jackie,battle,texas
michael,thompson,georgia
jamal,robinson,louisiana
yusuf,scott,texas
ray,jacobs,north carolina
josh,thomas,massachusetts
manuel,padilla,nan
zak,keasey,michigan
john,fiala,california
arian,foster,new mexico
adrian,grady,georgia
reggie,newhouse,texas
danieal,manning,texas
david,thornton,north carolina
jim,kitts,virginia
jordan,cameron,california
adrian,clayborn,missouri
kendall,reyes,nan
margus,hunt,estonia
jon,weeks,new york
tom,zbikowski,illinois
scott,simonson,new york
cecil,sapp,florida
alex,linnenkohl,washington
derek,hall,kansas
nick,perry,michigan
brian,dawkins,florida
pat,riley,louisiana
mike,glennon,texas
jarran,reed,north carolina
jeremy,thornburg,california
lamar,campbell,pennsylvania
corey,peters,pennsylvania
taylor,decker,ohio
tyrell,peters,oklahoma
rashaan,melvin,illinois
justin,hartwig,minnesota
bashir,levingston,california
bo,thran,oregon
micah,knorr,california
wade,keliikipi,hawaii
randall,cobb,tennessee
kerry,jenkins,alabama
d.j.,fluker,louisiana
solomon,page,pennsylvania
tre,madden,nan
eric,ebron,new jersey
jacquizz,rodgers,texas
rob,kelly,ohio
levar,fisher,north carolina
chad,johnson,california
sterling,palmer,florida
cairo,santos,nan
blake,dechristopher,delaware
tedric,thompson,california
ryan,plackemeier,colorado
brett,keisel,utah
christian,ballard,virginia
n. d.,kalu,maryland
aaron,rodgers,california
joe,kerridge,michigan
james,dexter,california
chris,weinke,minnesota
kevonn,mabon,indiana
miles,dieffenbach,pennsylvania
brent,alexander,tennessee
dennis,pitta,california
legedu,naanee,oregon
leonardo,carson,alabama
ikponmwosa,igbinosun,new jersey
ronald,talley,michigan
freddie,capshaw,wyoming
ervin,baldwin,georgia
zane,gonzalez,texas
brock,osweiler,idaho
taveze,calhoun,mississippi
nick,ferguson,florida
cameron,tom,louisiana
tim,carter,georgia
josh,leonard,california
greg,jefferson,florida
sir henry,anderson,california
dwight,roberson,california
hakeem,nicks,north carolina
tyler,lenda,pennsylvania
julius,peppers,north carolina
lou,saucedo,california
rod,davis,mississippi
freddie,bishop,michigan
sam,young,ohio
torrey,smith,virginia
stephen,goodin,nebraska
j.d.,folsom,wyoming
jamie,reader,district of columbia
